Condition	Species	riboCIRC_ID	Genome_assembly	Genome_pos	Strand	Spliced_length	Transcript	Symbol	Ensembl	Dataset_count	Evidences	Other_ids
Condition-independent	Human	hsa_circSUZ12_002	hg38	chr17:31982998-31988497	+	284	NM_015355	SUZ12	ENSG00000178691	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-SUZ12_0003,circBank:hsa_circSUZ12_027,circBase:hsa_circ_0002629,CIRCpedia:HSA_CIRCpedia_20127,circRNADb:hsa_circ_06508,CSCD:chr17:31982998-31988497
Condition-independent	Human	hsa_circSUZ12_003	hg38	chr17:31988319-31988497	+	178	NM_015355	SUZ12	ENSG00000178691	1	2: RPF,cORF	circAtlas:hsa-SUZ12_0028,circBank:hsa_circSUZ12_029,circBase:hsa_circ_0007085,CIRCpedia:HSA_CIRCpedia_20128,circRNADb:hsa_circ_01646,CSCD:chr17:31988319-31988497,exoRBase:exo_circ_005995
Condition-independent	Human	hsa_circRHOT1_001	hg38	chr17:32171042-32176213	+	292	NR_110083	RHOT1	ENSG00000126858	1	3: RPF,cORF,m6A	circAtlas:hsa-RHOT1_0002,circBank:hsa_circRHOT1_005,circBase:hsa_circ_0008604,CIRCpedia:HSA_CIRCpedia_20138,circRNADb:hsa_circ_32381,CSCD:chr17:32171042-32176213
Condition-independent	Human	hsa_circSLFN11_001	hg38	chr17:35360242-35367043	-	1314	NM_001104588	SLFN11	ENSG00000172716	11	4: RPF,cORF,m6A,IRES	CSCD:chr17:35360242-35367043
Condition-independent	Human	hsa_circTAF15_001	hg38	chr17:35817715-35822833	+	477	NM_003487	TAF15	ENSG00000270647	1	2: RPF,cORF	circAtlas:hsa-TAF15_0004,CIRCpedia:HSA_CIRCpedia_20259,circRNADb:hsa_circ_12290
Condition-independent	Human	hsa_circACACA_001	hg38	chr17:37248010-37253036	-	483	NM_198834	ACACA	ENSG00000278540	1	2: RPF,cORF	circAtlas:hsa-ACACA_0005,CIRCpedia:HSA_CIRCpedia_20352,CSCD:chr17:37248010-37253036,exoRBase:exo_circ_047893
Condition-independent	Human	hsa_circTADA2A_001	hg38	chr17:37411268-37427009	+	289	NM_001166105	TADA2A	ENSG00000276234	1	3: RPF,cORF,MS	circAtlas:hsa-TADA2A_0041,CIRCpedia:HSA_CIRCpedia_20368,CSCD:chr17:37411268-37427009
Condition-independent	Human	hsa_circTOP2A_001	hg38	chr17:40408491-40412971	-	766	NM_001067	TOP2A	ENSG00000131747	1	4: RPF,cORF,MS,m6A	circRNADb:hsa_circ_25571
Condition-independent	Human	hsa_circKRT42P_001	hg38	chr17:41634535-41635402	-	208	NR_033415	KRT42P	ENSG00000214514	3	4: RPF,cORF,MS,IRES	circBank:hsa_circKRT42P_001,circBase:hsa_circ_0043649
Condition-independent	Human	hsa_circHROB_001	hg38	chr17:44154555-44155411	+	321	NM_001171251	HROB	ENSG00000125319	1	3: RPF,cORF,m6A	circAtlas:hsa-C17orf53_0001,circBank:hsa_circC17orf53_005,circBase:hsa_circ_0007378,CIRCpedia:HSA_CIRCpedia_20981,circRNADb:hsa_circ_15350,CSCD:chr17:44154555-44155411,exoRBase:exo_circ_023479
Condition-independent	Human	hsa_circLRRC37A4P_001	hg38	chr17:45513184-45515525	-	1763	NR_002940	LRRC37A4P	ENSG00000214425	2	4: RPF,cORF,MS,m6A	CIRCpedia:HSA_CIRCpedia_357751
Condition-independent	Human	hsa_circKANSL1_001	hg38	chr17:46082440-46094701	-	244	NM_001193465	KANSL1	ENSG00000120071	2	4: RPF,cORF,MS,m6A	circAtlas:hsa-KANSL1_0009,circBank:hsa_circ_chr17_00056,circBase:hsa_circ_0006669,CIRCpedia:HSA_CIRCpedia_21091,CIRCpedia:HSA_CIRCpedia_21091,circRNADb:hsa_circ_32161,CSCD:chr17:46082440-46094701,exoRBase:exo_circ_019125
Condition-independent	Human	hsa_circKANSL1_002	hg38	chr17:46170854-46172232	-	1378	NM_001193465	KANSL1	ENSG00000120071	2	4: RPF,cORF,MS,m6A	circAtlas:hsa-KANSL1_0001,circBank:hsa_circ_chr17_00054,circBase:hsa_circ_0005455,CIRCpedia:HSA_CIRCpedia_21094,CIRCpedia:HSA_CIRCpedia_21094,circRNADb:hsa_circ_22584,CSCD:chr17:46170854-46172232,exoRBase:exo_circ_006230
Condition-independent	Human	hsa_circEFCAB13_001	hg38	chr17:47402131-47404633	+	288	NM_152347	EFCAB13	ENSG00000178852	1	2: RPF,cORF	circAtlas:hsa-EFCAB13_0013,CIRCpedia:HSA_CIRCpedia_369967,CSCD:chr17:47402131-47404633,TSCD:chr17:47402131-47404633
Condition-independent	Human	hsa_circEFCAB13_002	hg38	chr17:47402131-47414919	+	549	NM_152347	EFCAB13	ENSG00000178852	1	2: RPF,cORF	circAtlas:hsa-EFCAB13_0001,circBank:hsa_circC17orf57_017,circBase:hsa_circ_0000778,CIRCpedia:HSA_CIRCpedia_21142,circRNADb:hsa_circ_22778,CSCD:chr17:47402131-47414919,exoRBase:exo_circ_001627
Condition-independent	Human	hsa_circMRPL10_001	hg38	chr17:47827039-47829236	-	433	NM_148887	MRPL10	ENSG00000159111	6	5: RPF,cORF,MS,m6A,IRES	circBank:hsa_circMRPL10_001,circBase:hsa_circ_0044324
Condition-independent	Human	hsa_circZNF652_001	hg38	chr17:49311311-49312042	-	261	NM_001145365	ZNF652	ENSG00000198740	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-ZNF652_0003,circBank:hsa_circZNF652_012,circBase:hsa_circ_0003258,CIRCpedia:HSA_CIRCpedia_21262,circRNADb:hsa_circ_32703,CSCD:chr17:49311311-49312042,exoRBase:exo_circ_000752
Condition-independent	Human	hsa_circCOL1A1_001	hg38	chr17:50187875-50192693	-	1494	NM_000088	COL1A1	ENSG00000108821	2	3: RPF,cORF,m6A	CSCD:chr17:50187875-50192693
Condition-independent	Human	hsa_circCOL1A1_002	hg38	chr17:50190816-50195665	-	1287	NM_000088	COL1A1	ENSG00000108821	1	3: RPF,cORF,m6A	CSCD:chr17:50190816-50195665
Condition-independent	Human	hsa_circCOL1A1_003	hg38	chr17:50195231-50196670	-	495	NM_000088	COL1A1	ENSG00000108821	1	3: RPF,cORF,MS	CSCD:chr17:50195231-50196670
Condition-independent	Human	hsa_circCOL1A1_004	hg38	chr17:50196483-50197785	-	261	NM_000088	COL1A1	ENSG00000108821	1	3: RPF,cORF,MS	circAtlas:hsa-COL1A1_0039,circBank:hsa_circCOL1A1_023,circBase:hsa_circ_0044564
Condition-independent	Human	hsa_circNME1-NME2_001	hg38	chr17:51161159-51168343	+	345	NM_001018136	NME1-NME2	ENSG00000011052	3	4: RPF,cORF,m6A,IRES	CIRCpedia:HSA_CIRCpedia_346326
Condition-independent	Human	hsa_circMBTD1_001	hg38	chr17:51217333-51225209	-	534	NM_017643	MBTD1	ENSG00000011258	1	2: RPF,cORF	circAtlas:hsa-MBTD1_0007,circBank:hsa_circMBTD1_003,circBase:hsa_circ_0003871,CIRCpedia:HSA_CIRCpedia_21402,circRNADb:hsa_circ_03228,CSCD:chr17:51217333-51225209,exoRBase:exo_circ_001018
Condition-independent	Human	hsa_circTOM1L1_001	hg38	chr17:54938923-54947312	+	149	NM_001321174	TOM1L1	ENSG00000141198	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-TOM1L1_0009,circBank:hsa_circTOM1L1_013,circBase:hsa_circ_0005652,CIRCpedia:HSA_CIRCpedia_21469,circRNADb:hsa_circ_01225,CSCD:chr17:54938923-54947312,exoRBase:exo_circ_018931
Condition-independent	Human	hsa_circMSI2_001	hg38	chr17:57401378-57401471	+	93	NM_170721	MSI2	ENSG00000153944	1	2: RPF,cORF	circRNADb:hsa_circ_22363
Condition-independent	Human	hsa_circTRIM37_001	hg38	chr17:59075646-59091340	-	561	NM_001353084	TRIM37	ENSG00000108395	1	3: RPF,cORF,m6A	circAtlas:hsa-TRIM37_0029,CIRCpedia:HSA_CIRCpedia_21619,CSCD:chr17:59075646-59091340
Condition-independent	Human	hsa_circTRIM37_002	hg38	chr17:59075646-59104394	-	663	NM_001353084	TRIM37	ENSG00000108395	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-TRIM37_0003,CIRCpedia:HSA_CIRCpedia_129854,CSCD:chr17:59075646-59104394
Condition-independent	Human	hsa_circYPEL2_001	hg38	chr17:59353214-59353526	+	312	NM_001005404	YPEL2	ENSG00000175155	1	2: RPF,cORF	circAtlas:hsa-YPEL2_0001,circBank:hsa_circYPEL2_002,circBase:hsa_circ_0005600,CIRCpedia:HSA_CIRCpedia_21634,circRNADb:hsa_circ_06075,CSCD:chr17:59353214-59353526,exoRBase:exo_circ_000033
Condition-independent	Human	hsa_circCLTC_001	hg38	chr17:59682628-59690711	+	1303	NM_004859	CLTC	ENSG00000141367	1	3: RPF,cORF,m6A	CSCD:chr17:59682628-59690711
Condition-independent	Human	hsa_circCLTC_002	hg38	chr17:59683094-59683985	+	561	NM_004859	CLTC	ENSG00000141367	1	4: RPF,cORF,MS,m6A	CIRCpedia:HSA_CIRCpedia_373625,CSCD:chr17:59683094-59683985
Condition-independent	Human	hsa_circVMP1_001	hg38	chr17:59737452-59817773	+	821	NM_001329397	VMP1	ENSG00000062716	1	3: RPF,cORF,MS	circAtlas:hsa-VMP1_0023,circBank:hsa_circVMP1_021,circBase:hsa_circ_0004746,CIRCpedia:HSA_CIRCpedia_21668,circRNADb:hsa_circ_30984,CSCD:chr17:59737452-59817773,exoRBase:exo_circ_028869
Condition-independent	Human	hsa_circVMP1_002	hg38	chr17:59808795-59811786	+	198	NM_001329397	VMP1	ENSG00000062716	2	2: RPF,cORF	circAtlas:hsa-VMP1_0017,circBank:hsa_circVMP1_035,circBase:hsa_circ_0044884,CIRCpedia:HSA_CIRCpedia_21676,CSCD:chr17:59808795-59811786,TSCD:chr17:59808795-59811786
Condition-independent	Human	hsa_circMED13_001	hg38	chr17:61984170-61985090	-	503	NM_005121	MED13	ENSG00000108510	1	3: RPF,cORF,m6A	circAtlas:hsa-MED13_0006,circBank:hsa_circMED13_050,circBase:hsa_circ_0002220,CIRCpedia:HSA_CIRCpedia_21867,circRNADb:hsa_circ_26268,CSCD:chr17:61984170-61985090,exoRBase:exo_circ_000466
Condition-independent	Human	hsa_circTEX2_001	hg38	chr17:64212573-64214242	-	1669	NM_018469	TEX2	ENSG00000136478	1	3: RPF,cORF,m6A	circAtlas:hsa-TEX2_0003,circBank:hsa_circTEX2_001,circBase:hsa_circ_0006479,CIRCpedia:HSA_CIRCpedia_22011,circRNADb:hsa_circ_02610,CSCD:chr17:64212573-64214242,exoRBase:exo_circ_023528
Condition-independent	Human	hsa_circBPTF_001	hg38	chr17:67945408-67966656	+	1839	NM_182641	BPTF	ENSG00000171634	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-BPTF_0050,circBank:hsa_circBPTF_068,circBase:hsa_circ_0045471,CIRCpedia:HSA_CIRCpedia_22186,CSCD:chr17:67945408-67966656
Condition-independent	Human	hsa_circBPTF_002	hg38	chr17:67945408-67975958	+	2026	NM_182641	BPTF	ENSG00000171634	1	3: RPF,cORF,m6A	circAtlas:hsa-BPTF_0045,circBank:hsa_circBPTF_069,circBase:hsa_circ_0000799,CIRCpedia:HSA_CIRCpedia_22187,circRNADb:hsa_circ_00011,CSCD:chr17:67945408-67975958,exoRBase:exo_circ_000103
Condition-independent	Human	hsa_circQRICH2_001	hg38	chr17:76287191-76301540	-	397	NR_130649	QRICH2	ENSG00000129646	37	4: RPF,cORF,m6A,IRES	CSCD:chr17:76287191-76301540
Condition-independent	Human	hsa_circENGASE_001	hg38	chr17:79077429-79077864	+	270	NM_001042573	ENGASE	ENSG00000167280	1	3: RPF,cORF,m6A	circAtlas:hsa-ENGASE_0001,circBank:hsa_circENGASE_002,circBase:hsa_circ_0008114,CIRCpedia:HSA_CIRCpedia_22605,circRNADb:hsa_circ_29038,CSCD:chr17:79077429-79077864,exoRBase:exo_circ_001267
Condition-independent	Human	hsa_circEIF4A3_001	hg38	chr17:80136003-80138280	-	491	NM_014740	EIF4A3	ENSG00000141543	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-EIF4A3_0005,circBank:hsa_circEIF4A3_011,circBase:hsa_circ_0006749,CIRCpedia:HSA_CIRCpedia_22625,circRNADb:hsa_circ_08228,CSCD:chr17:80136003-80138280
Condition-independent	Human	hsa_circRPTOR_001	hg38	chr17:80891719-80893865	+	418	NM_020761	RPTOR	ENSG00000141564	2	3: RPF,cORF,m6A	circAtlas:hsa-RPTOR_0007,circBank:hsa_circRPTOR_031,circBase:hsa_circ_0000813,CIRCpedia:HSA_CIRCpedia_22712,circRNADb:hsa_circ_07648,CSCD:chr17:80891719-80893865,exoRBase:exo_circ_012229
Condition-independent	Human	hsa_circP4HB_001	hg38	chr17:81845870-81859387	-	1032	NM_000918	P4HB	ENSG00000185624	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-P4HB_0023,CIRCpedia:HSA_CIRCpedia_356830,CSCD:chr17:81845870-81859387
Condition-independent	Human	hsa_circP4HB_002	hg38	chr17:81855141-81855586	-	272	NM_000918	P4HB	ENSG00000185624	1	3: RPF,cORF,m6A	circAtlas:hsa-P4HB_0002,circBank:hsa_circP4HB_007,circBase:hsa_circ_0046263,CIRCpedia:HSA_CIRCpedia_22803,circRNADb:hsa_circ_14998,CSCD:chr17:81855141-81855586,exoRBase:exo_circ_023480
Condition-independent	Human	hsa_circWDR45B_001	hg38	chr17:82621608-82631022	-	476	NM_019613	WDR45B	ENSG00000141580	1	2: RPF,cORF	circAtlas:hsa-WDR45B_0002,circBank:hsa_circWDR45L_006,circBase:hsa_circ_0007942,CIRCpedia:HSA_CIRCpedia_67336,circRNADb:hsa_circ_31150,CSCD:chr17:82621608-82631022
Condition-independent	Human	hsa_circTBCD_001	hg38	chr17:82763964-82781721	+	536	NM_005993	TBCD	ENSG00000141556	2	3: RPF,cORF,MS	circAtlas:hsa-TBCD_0012,circBank:hsa_circTBCD_023,circBase:hsa_circ_0000818,CIRCpedia:HSA_CIRCpedia_22920,circRNADb:hsa_circ_30590,CSCD:chr17:82763964-82781721,exoRBase:exo_circ_011832
Condition-independent	Human	hsa_circTBCD_002	hg38	chr17:82763964-82814934	+	1083	NM_005993	TBCD	ENSG00000141556	1	3: RPF,cORF,MS	circAtlas:hsa-TBCD_0003,circBank:hsa_circTBCD_029,circBase:hsa_circ_0002225,CIRCpedia:HSA_CIRCpedia_22924,circRNADb:hsa_circ_06475,CSCD:chr17:82763964-82814934,exoRBase:exo_circ_011372
Condition-independent	Human	hsa_circB3GNTL1_001	hg38	chr17:82946878-83050342	-	1168	NM_001320742	B3GNTL1	ENSG00000175711	1	4: RPF,cORF,m6A,IRES	CSCD:chr17:82946878-83050342
Condition-independent	Human	hsa_circMTCL1_001	hg38	chr18:8718423-8720496	+	384	NM_015210	MTCL1	ENSG00000168502	3	4: RPF,cORF,MS,m6A	circAtlas:hsa-MTCL1_0002,circBank:hsa_circCCDC165_006,circBase:hsa_circ_0000825,CIRCpedia:HSA_CIRCpedia_24440,circRNADb:hsa_circ_27727,CSCD:chr18:8718423-8720496,exoRBase:exo_circ_011988
Condition-independent	Human	hsa_circANKRD12_001	hg38	chr18:9182381-9208803	+	502	NM_001204056	ANKRD12	ENSG00000101745	1	2: RPF,cORF	circAtlas:hsa-ANKRD12_0003,circBank:hsa_circANKRD12_006,circBase:hsa_circ_0046842,CIRCpedia:HSA_CIRCpedia_121278,circRNADb:hsa_circ_25336,exoRBase:exo_circ_006347
Condition-independent	Human	hsa_circPPP4R1_001	hg38	chr18:9583116-9595102	-	815	NM_005134	PPP4R1	ENSG00000154845	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-PPP4R1_0011,circBank:hsa_circPPP4R1_023,circBase:hsa_circ_0009022,CIRCpedia:HSA_CIRCpedia_24493,circRNADb:hsa_circ_04924,CSCD:chr18:9583116-9595102
Condition-independent	Human	hsa_circCEP76_001	hg38	chr18:12678108-12680828	-	501	NM_024899	CEP76	ENSG00000101624	1	3: RPF,cORF,m6A	circAtlas:hsa-CEP76_0014,CIRCpedia:HSA_CIRCpedia_23180
Condition-independent	Human	hsa_circCEP192_001	hg38	chr18:12999420-13030608	+	1538	NM_032142	CEP192	ENSG00000101639	3	3: RPF,cORF,m6A	circAtlas:hsa-CEP192_0028,circBank:hsa_circCEP192_007,circBase:hsa_circ_0107922,CIRCpedia:HSA_CIRCpedia_23200,circRNADb:hsa_circ_04934,CSCD:chr18:12999420-13030608,exoRBase:exo_circ_000772
Condition-independent	Human	hsa_circFAM210A_001	hg38	chr18:13681604-13682105	-	501	NM_001098801	FAM210A	ENSG00000177150	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-FAM210A_0001,circBank:hsa_circFAM210A_004,circBase:hsa_circ_0003979,CIRCpedia:HSA_CIRCpedia_23256,circRNADb:hsa_circ_13539,CSCD:chr18:13681604-13682105,exoRBase:exo_circ_011921
Condition-independent	Human	hsa_circROCK1_001	hg38	chr18:21006350-21008194	-	475	NM_005406	ROCK1	ENSG00000067900	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-ROCK1_0003,circBank:hsa_circROCK1_034,circBase:hsa_circ_0108006,CIRCpedia:HSA_CIRCpedia_23272,circRNADb:hsa_circ_29769,CSCD:chr18:21006350-21008194,exoRBase:exo_circ_000564
Condition-independent	Human	hsa_circGREB1L_001	hg38	chr18:21366026-21403994	+	951	NM_001142966	GREB1L	ENSG00000141449	1	3: RPF,cORF,m6A	circAtlas:hsa-GREB1L_0005,circBank:hsa_circGREB1L_003,circBase:hsa_circ_0003653,CIRCpedia:HSA_CIRCpedia_23288,circRNADb:hsa_circ_28741,CSCD:chr18:21366026-21403994,exoRBase:exo_circ_051989
Condition-independent	Human	hsa_circMIB1_001	hg38	chr18:21765771-21779685	+	679	NM_020774	MIB1	ENSG00000101752	1	3: RPF,cORF,m6A	circAtlas:hsa-MIB1_0003,circBank:hsa_circMIB1_006,circBase:hsa_circ_0000835,CIRCpedia:HSA_CIRCpedia_23331,circRNADb:hsa_circ_23867,CSCD:chr18:21765771-21779685,exoRBase:exo_circ_000084
Condition-independent	Human	hsa_circRBBP8_001	hg38	chr18:23001585-23006432	+	214	NM_203292	RBBP8	ENSG00000101773	2	3: RPF,cORF,m6A	circAtlas:hsa-RBBP8_0014,circBank:hsa_circRBBP8_022,circBase:hsa_circ_0108063,CIRCpedia:HSA_CIRCpedia_23391,circRNADb:hsa_circ_20198,CSCD:chr18:23001585-23006432,exoRBase:exo_circ_031342
Condition-independent	Human	hsa_circTTC39C_001	hg38	chr18:24064139-24083081	+	817	NM_001135993	TTC39C	ENSG00000168234	4	3: RPF,cORF,m6A	circAtlas:hsa-TTC39C_0001,circBank:hsa_circTTC39C_006,circBase:hsa_circ_0047270,CIRCpedia:HSA_CIRCpedia_23478,circRNADb:hsa_circ_09042,CSCD:chr18:24064139-24083081,exoRBase:exo_circ_001419
Condition-independent	Human	hsa_circRNF138_001	hg38	chr18:32111753-32113860	+	282	NM_001191324	RNF138	ENSG00000134758	2	3: RPF,cORF,m6A	circAtlas:hsa-RNF138_0001,circBank:hsa_circRNF138_002,circBase:hsa_circ_0005729,CIRCpedia:HSA_CIRCpedia_23678,circRNADb:hsa_circ_01057,CSCD:chr18:32111753-32113860,exoRBase:exo_circ_005549
Condition-independent	Human	hsa_circRPRD1A_001	hg38	chr18:36026899-36033837	-	638	NM_018170	RPRD1A	ENSG00000141425	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-RPRD1A_0001,circBank:hsa_circRPRD1A_007,circBase:hsa_circ_0000842,CIRCpedia:HSA_CIRCpedia_23713,circRNADb:hsa_circ_06636,CSCD:chr18:36026899-36033837,exoRBase:exo_circ_000293
Condition-independent	Human	hsa_circPIK3C3_001	hg38	chr18:42037691-42049605	+	424	NM_002647	PIK3C3	ENSG00000078142	1	3: RPF,cORF,MS	circAtlas:hsa-PIK3C3_0007,circBank:hsa_circPIK3C3_039,circBase:hsa_circ_0108416,CIRCpedia:HSA_CIRCpedia_23814,circRNADb:hsa_circ_23025,CSCD:chr18:42037691-42049605,exoRBase:exo_circ_006121
Condition-independent	Human	hsa_circPIK3C3_002	hg38	chr18:42043732-42049605	+	160	NM_002647	PIK3C3	ENSG00000078142	1	2: RPF,cORF	circAtlas:hsa-PIK3C3_0030,circBank:hsa_circPIK3C3_045,circBase:hsa_circ_0006527,CIRCpedia:HSA_CIRCpedia_23816,circRNADb:hsa_circ_03371,CSCD:chr18:42043732-42049605,exoRBase:exo_circ_035124
Condition-independent	Human	hsa_circHAUS1_001	hg38	chr18:46118180-46120060	+	271	NR_026978	HAUS1	ENSG00000152240	1	3: RPF,cORF,MS	circAtlas:hsa-HAUS1_0002,circBank:hsa_circHAUS1_006,circBase:hsa_circ_0047581,CIRCpedia:HSA_CIRCpedia_23858,circRNADb:hsa_circ_01590,CSCD:chr18:46118180-46120060
Condition-independent	Human	hsa_circSMAD2_001	hg38	chr18:47865058-47896809	-	959	NM_001135937	SMAD2	ENSG00000175387	4	3: RPF,cORF,MS	circAtlas:hsa-SMAD2_0004,circBank:hsa_circSMAD2_005,circBase:hsa_circ_0000847,CIRCpedia:HSA_CIRCpedia_23897,circRNADb:hsa_circ_07088,CSCD:chr18:47865058-47896809,exoRBase:exo_circ_000085
Condition-independent	Human	hsa_circSMAD2_002	hg38	chr18:47896520-47896809	-	289	NM_001135937	SMAD2	ENSG00000175387	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-SMAD2_0020,CIRCpedia:HSA_CIRCpedia_23902,CSCD:chr18:47896520-47896809,exoRBase:exo_circ_036649
Condition-independent	Human	hsa_circTCF4_001	hg38	chr18:55350358-55351003	-	180	NM_001348211	TCF4	ENSG00000196628	1	2: RPF,cORF	circAtlas:hsa-TCF4_0002,circBank:hsa_circTCF4_010,circBase:hsa_circ_0004223,CIRCpedia:HSA_CIRCpedia_24011,circRNADb:hsa_circ_25846,CSCD:chr18:55350358-55351003,exoRBase:exo_circ_021263
Condition-independent	Human	hsa_circMALT1_001	hg38	chr18:58700440-58735329	+	1072	NM_173844	MALT1	ENSG00000172175	2	4: RPF,cORF,MS,m6A	circAtlas:hsa-MALT1_0041
Condition-independent	Human	hsa_circTNFRSF11A_001	hg38	chr18:62348167-62349937	+	208	NM_001270950	TNFRSF11A	ENSG00000141655	1	2: RPF,cORF	circAtlas:hsa-TNFRSF11A_0001,circBank:hsa_circTNFRSF11A_002,circBase:hsa_circ_0047880,CIRCpedia:HSA_CIRCpedia_24151,circRNADb:hsa_circ_19304,CSCD:chr18:62348167-62349937,exoRBase:exo_circ_000773
Condition-independent	Human	hsa_circZCCHC2_001	hg38	chr18:62539680-62550460	+	374	NM_017742	ZCCHC2	ENSG00000141664	1	3: RPF,cORF,m6A	circAtlas:hsa-ZCCHC2_0018,circBank:hsa_circZCCHC2_002,circBase:hsa_circ_0000854,CIRCpedia:HSA_CIRCpedia_24157,circRNADb:hsa_circ_22204,CSCD:chr18:62539680-62550460,exoRBase:exo_circ_000169
Condition-independent	Human	hsa_circCD226_001	hg38	chr18:69895700-69896045	-	345	NM_006566	CD226	ENSG00000150637	3	2: RPF,cORF	circAtlas:hsa-CD226_0001,circBank:hsa_circCD226_005,circBase:hsa_circ_0047921,CIRCpedia:HSA_CIRCpedia_24213,CSCD:chr18:69895700-69896045,exoRBase:exo_circ_000726
Condition-independent	Human	hsa_circZNF236_001	hg38	chr18:76849525-76851939	+	308	NM_001306089	ZNF236	ENSG00000130856	1	2: RPF,cORF	circAtlas:hsa-ZNF236_0003,circBank:hsa_circZNF236_009,circBase:hsa_circ_0004979,CIRCpedia:HSA_CIRCpedia_24312,circRNADb:hsa_circ_03512,CSCD:chr18:76849525-76851939,exoRBase:exo_circ_000170
Condition-independent	Human	hsa_circNFATC1_001	hg38	chr18:79410402-79411501	+	1099	NM_001278670	NFATC1	ENSG00000131196	1	3: RPF,cORF,m6A	circAtlas:hsa-NFATC1_0003,circBank:hsa_circNFATC1_001,circBase:hsa_circ_0048023,CIRCpedia:HSA_CIRCpedia_24386,CSCD:chr18:79410402-79411501,exoRBase:exo_circ_011886
Condition-independent	Human	hsa_circSBNO2_001	hg38	chr19:1147308-1154402	-	405	NM_014963	SBNO2	ENSG00000064932	2	4: RPF,cORF,MS,m6A	circAtlas:hsa-SBNO2_0001,circBank:hsa_circSBNO2_002,circBase:hsa_circ_0009130,CIRCpedia:HSA_CIRCpedia_24750,circRNADb:hsa_circ_16971,CSCD:chr19:1147308-1154402,exoRBase:exo_circ_018620
Condition-independent	Human	hsa_circMOB3A_001	hg38	chr19:2078139-2078679	-	540	NM_130807	MOB3A	ENSG00000172081	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-MOB3A_0001,circBank:hsa_circMOB3A_004,circBase:hsa_circ_0109288,CIRCpedia:HSA_CIRCpedia_25322,circRNADb:hsa_circ_23545,CSCD:chr19:2078139-2078679,exoRBase:exo_circ_025551
Condition-independent	Human	hsa_circAP3D1_001	hg38	chr19:2137726-2138714	-	177	NM_001261826	AP3D1	ENSG00000065000	1	2: RPF,cORF	circAtlas:hsa-AP3D1_0004,circBank:hsa_circAP3D1_003,circBase:hsa_circ_0006436,CIRCpedia:HSA_CIRCpedia_25343,circRNADb:hsa_circ_08472,CSCD:chr19:2137726-2138714
Condition-independent	Human	hsa_circZNF77_001	hg38	chr19:2936523-2939407	-	308	NM_021217	ZNF77	ENSG00000175691	1	3: RPF,cORF,m6A	circAtlas:hsa-ZNF77_0001,circBank:hsa_circZNF77_002,circBase:hsa_circ_0109350,CIRCpedia:HSA_CIRCpedia_25396,CSCD:chr19:2936523-2939407
Condition-independent	Human	hsa_circKDM4B_001	hg38	chr19:5047475-5138070	+	2118	NM_015015	KDM4B	ENSG00000127663	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-KDM4B_0018,circBank:hsa_circKDM4B_028,circBase:hsa_circ_0048701,CIRCpedia:HSA_CIRCpedia_85978,circRNADb:hsa_circ_14971,CSCD:chr19:5047475-5138070,TSCD:chr19:5047475-5138070
Condition-independent	Human	hsa_circSAFB2_001	hg38	chr19:5604582-5604936	-	263	NM_014649	SAFB2	ENSG00000130254	2	3: RPF,cORF,m6A	circAtlas:hsa-SAFB2_0001,circBank:hsa_circSAFB2_013,circBase:hsa_circ_0000880,CIRCpedia:HSA_CIRCpedia_26645,circRNADb:hsa_circ_23587,CSCD:chr19:5604582-5604936
Condition-independent	Human	hsa_circSLC25A41_001	hg38	chr19:6427333-6430618	-	527	NM_001321298	SLC25A41	ENSG00000181240	4	4: RPF,cORF,MS,IRES	circBank:hsa_circSLC25A41_001,circBase:hsa_circ_0048842
Condition-independent	Human	hsa_circARHGEF18_001	hg38	chr19:7444203-7444454	+	251	NM_001367823	ARHGEF18	ENSG00000104880	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-CTD-2207O23_0006,circBank:hsa_circARHGEF18_004,circBase:hsa_circ_0005800,CIRCpedia:HSA_CIRCpedia_26829,circRNADb:hsa_circ_18754,CSCD:chr19:7444203-7444454,exoRBase:exo_circ_046380
Condition-independent	Human	hsa_circDNMT1_001	hg38	chr19:10163325-10177367	-	433	NM_001318731	DNMT1	ENSG00000130816	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-DNMT1_0005,circBank:hsa_circDNMT1_014,circBase:hsa_circ_0109002,CIRCpedia:HSA_CIRCpedia_24551,circRNADb:hsa_circ_28013,CSCD:chr19:10163325-10177367
